dscode,ISIN,name,country
8732Q7,NL0011333752,ALTICE EUROPE NV,NL
8708W5,NL0011509294,CURETIS,NL
8900MR,NL0011660485,SIF HOLDING,NL
916642,NL0011794037,KON.AHOLD DLHZ.NV,NL
531865,NL0011821202,ING GROEP,NL
7418Z9,NL0011821392,SIGNIFY NV,NL
7418LH,NL0011832811,FORFARMERS,NL
7493HR,NL0011872643,ASR NEDERLAND,NL
7493HQ,NL0011872650,BASIC-FIT,NL
2600CP,NL0012015705,JUST EAT TAKEAWAY COM NV,NL
51268X,NL0012047823,AVANTIUM NV,NL
9068VE,NL0012294466,VOLKERWESSELS WI,NL
676754,NL0012365084,NSI,NL
9278QK,NL0012756316,NIBC HOLDING NV,NL
9278T2,NL0012817175,ALFEN NV,NL
866096,NL0012866412,BE SEMICONDUCTOR INDS.,NL
9307KF,NL0012969182,ADYEN NV,NL
912643,NL0013267909,AKZO NOBEL NV,NL
31102D,NL0013332471,TOM TOM NV,NL
692167,ZM0000000037,ZCCM INVESTMENTS HDG.,FR
